FishId,FishName,ScientificName,Category,Family,Rarity,MinLength_cm,MaxLength_cm,MinWeight_kg,MaxWeight_kg,HabitatLayer,ActiveTime,PreferredBait,FightPower,BasePrice_Gold,ExpReward,BaseMutationRate,Description
178,红鳍东方鲀,Takifugu rubripes,海水鱼,鲀科 Tetraodontidae,6,10.0,50.0,0.05,2.5,中下层,白天,1;7;8;18;20,4,220,110,0.08,体圆鼓可充气膨胀。内脏含致命河豚毒素，需要持证厨师处理。日本下关是河豚之都，想吃河豚又怕死的极致美味体验。
179,蓝鳃太阳鱼,Lepomis macrochirus,淡水鱼,日鲈科 Centrarchidae,1,8.0,25.0,0.01,0.4,中上层,白天,1;3;4;11;16,3,15,8,0.02,体高而侧扁，鳃盖后缘有蓝色耳状斑。北美分布最广的太阳鱼，集群活动于浅水区。杂食性什么都吃，是北美儿童钓鱼的第一条鱼。
180,红耳太阳鱼,Lepomis microlophus,淡水鱼,日鲈科 Centrarchidae,2,10.0,30.0,0.02,0.6,中上层,白天,1;3;4;11;16,3,20,10,0.02,鳃盖后缘有红色耳状斑，体银绿。嘴巴极小专门吸食螺类和昆虫。肉质雪白细嫩，被称sunfish中最美味的品种。
181,绿色太阳鱼,Lepomis cyanellus,淡水鱼,日鲈科 Centrarchidae,2,8.0,28.0,0.015,0.5,中上层,白天,1;3;4;11;16,3,18,10,0.02,体墨绿带蓝绿色波纹，体型比蓝鳃太阳鱼更修长。适应力极强，能在浑浊水域生存，嘴大力气大。
182,长耳太阳鱼,Lepomis megalotis,淡水鱼,日鲈科 Centrarchidae,3,8.0,22.0,0.01,0.3,中上层,白天,3;4;5;11;16,2,25,12,0.03,鳃盖后缘耳朵状延长极长呈黑色镶白边，色彩最绚烂的太阳鱼。栖息于清澈溪流，繁殖期雄鱼体色如宝石。
183,斑纹太阳鱼,Lepomis punctatus,淡水鱼,日鲈科 Centrarchidae,2,8.0,20.0,0.01,0.25,中上层,白天,1;3;4;16,2,18,10,0.02,体散布黑色小斑点，体型最小的太阳鱼之一。南方湿地和缓慢溪流常见，耐缺氧能力出众。
184,岩鲈,Ambloplites rupestris,淡水鱼,日鲈科 Centrarchidae,3,12.0,35.0,0.04,1.2,中下层,白天,7;8;9;11;13;16,5,35,20,0.03,体墨绿有暗色斑纹，眼大而红。喜欢岩石底质，伏击型掠食者。咬合力惊人，能吞下自身体长一半的猎物。
185,白鲈,Morone chrysops,淡水鱼,狼鲈科 Moronidae,4,20.0,55.0,0.2,3.0,中上层,白天,8;9;11;12;13;14,6,55,30,0.04,体银白背部蓝灰，侧线有黑色条纹。北美大湖群居掠食鱼，追食小鱼时水面如沸。肉质洁白，俗称淡水鲈。
186,条纹鲈,Morone saxatilis,洄游鱼,狼鲈科 Moronidae,5,30.0,100.0,0.5,25.0,中上层,晨昏,8;9;11;12;13;14;34,8,130,70,0.05,体延长银白有深色纵纹。北美最重要的游钓鱼之一，溯河产卵。大西洋沿岸从佛罗里达到加拿大都有它的踪迹。
187,淡水鼓鱼,Aplodinotus grunniens,淡水鱼,石首鱼科 Sciaenidae,4,20.0,70.0,0.2,5.0,底层,夜间,1;2;7;8;18;24,5,50,28,0.04,体高侧扁银灰，能用鱼鳔发出咕咕声求偶。北美最大纯淡水石首鱼，喜欢深水底部觅食贝类。
188,美洲西鲱,Alosa sapidissima,洄游鱼,鲱科 Clupeidae,5,25.0,70.0,0.3,4.0,中上层,白天,8;9;11;13;20,7,110,60,0.05,体侧扁银光闪闪，春季溯河产卵的美洲标志性洄游鱼。鱼肉鲜美卵可制鱼子酱，曾是华盛顿军队的救命粮。
189,长吻鳢,Channa micropeltes,淡水鱼,鳢科 Channidae,7,30.0,120.0,1.0,20.0,中上层,白天,7;9;11;13;14;34,9,280,150,0.07,体型最大的鳢鱼，头如蛇嘴巨大。东南亚淡水顶级掠食者，能吞下猴子和小鹿。护崽时攻击一切靠近的生物。
190,大鳞鳃鱼,Barbus barbus,淡水鱼,鲤科 Cyprinidae,4,25.0,80.0,0.3,6.0,底层,晨昏,1;2;4;7;23;27,7,65,35,0.04,欧洲大型鲤科鱼，体延长有暗色斑点。喜欢水流湍急的河段。力量强悍耐力持久，是欧洲河钓的经典目标。
191,拟鲤,Rutilus rutilus,淡水鱼,鲤科 Cyprinidae,1,10.0,35.0,0.02,0.8,中下层,白天,1;3;4;23;24;28,3,12,6,0.01,体银灰鳍橙红，欧洲最常见小型鲤科鱼。几乎任何淡水水域都有其踪迹，群居性极强。是初学者浮标钓的绝佳入门鱼。
192,欧鳊,Abramis brama,淡水鱼,鲤科 Cyprinidae,2,15.0,60.0,0.08,3.5,底层,夜间,1;2;3;23;24;28,5,30,18,0.02,体极侧扁如盘银灰，幼鱼似银币。欧洲湖泊和运河常见大型鲤科鱼。夜间觅食活跃，是欧洲钓手的最爱。
193,高体雅罗鱼,Leuciscus idus,淡水鱼,鲤科 Cyprinidae,3,20.0,60.0,0.15,3.0,中层,白天,4;5;9;11;13;23,5,40,22,0.03,体延长银白，人工选育的金色变种被称为金雅罗。欧洲冷水溪流和湖泊常见，泳速极快中钩后如鱼雷。
194,鳑鲏,Rhodeus ocellatus,淡水鱼,鲤科 Cyprinidae,2,3.0,8.0,0.002,0.01,中下层,白天,3;6;24;28;30,1,10,5,0.01,体小侧扁色彩绚烂如彩虹，繁殖期雄鱼尤为艳丽。雌鱼将卵产入活河蚌体内，是大自然最神奇的共生关系之一。
195,光倒刺鲃,Spinibarbus hollandi,淡水鱼,鲤科 Cyprinidae,5,25.0,80.0,0.4,7.0,中层,白天,4;5;9;11;13;23;27,7,100,55,0.05,体延长侧扁青灰色，华南溪流特有大型鲤科。被称为溪流之王，拉力强悍耐力持久。需要重型装备才能制服。
196,施氏倒刺鲃,Spinibarbus denticulatus,淡水鱼,鲤科 Cyprinidae,4,20.0,70.0,0.2,5.0,中层,白天,4;5;9;11;23;27,6,70,38,0.04,体青黑有金属光泽，牙齿锋利能咬断鱼线。东南亚和中国西南山区溪流常见。游泳能力极强，常逆流冲刺。
197,银板鱼,Metynnis hypsauchen,淡水鱼,锯脂鲤科 Serrasalmidae,3,10.0,28.0,0.03,0.6,中层,白天,4;23;26;27;29,3,30,16,0.02,体菱形银白似食人鱼但素食温和。南美亚马逊流域群游草食鱼。观赏鱼市场常见，野生个体体型更大更闪亮。
198,巨型黄貂鲃,Hypsibarbus wetmorei,淡水鱼,鲤科 Cyprinidae,5,25.0,80.0,0.4,7.0,中层,白天,4;5;9;11;13;23;27,7,95,50,0.05,体高侧扁金黄，鳞片大如硬币。东南亚湄公河流域大型鲤科。群游性强一旦中钩整群骚动，场面壮观。
199,黄鲈,Perca flavescens,淡水鱼,鲈科 Percidae,2,10.0,30.0,0.02,0.5,中下层,白天,1;3;7;8;11;13;16,3,22,12,0.02,北美版河鲈，通体金黄有深色竖纹。冰钓最热门目标，冬季集群活动。肉质白嫩，是五大湖地区传统美食。
200,密西西比铲鲟,Scaphirhynchus platorynchus,淡水鱼,鲟科 Acipenseridae,6,30.0,100.0,0.8,15.0,底层,全天,2;7;10;18;34,7,200,105,0.06,吻部扁平如铲，密西西比河流域特有的小型鲟鱼。用铲状吻翻动河底觅食，背部有五列骨质硬鳞，体灰褐。
201,溪鳟,Salvelinus fontinalis,淡水鱼,鲑科 Salmonidae,4,12.0,45.0,0.04,2.0,中层,白天,9;11;13;16;19,5,70,38,0.05,北美东部原生鳟鱼。需要最纯净的冷水溪流，是森林健康程度的指示物种。背上的虫纹斑点和白边腹鳍如雪花。
202,湖白鲑,Coregonus clupeaformis,淡水鱼,鲑科 Salmonidae,3,15.0,50.0,0.05,1.5,中层,白天,3;4;9;16;19;20,4,35,20,0.03,体银白侧扁，北美五大湖群的核心经济鱼种。嘴巴小需要小钩细线。冰钓时从深水拉出银光闪闪的白鲑如拉银条。
203,北极茴鱼,Thymallus arcticus,淡水鱼,鲑科 Salmonidae,4,15.0,45.0,0.05,1.5,中层,白天,5;9;11;13;16;19,5,65,35,0.04,背鳍极长如帆色彩绚烂，体有茴香味。北半球冷水清澈溪流中的飞钓宠儿。用飞蝇钓茴鱼是极地钓手的终极浪漫。
204,湖鳟,Salvelinus namaycush,淡水鱼,鲑科 Salmonidae,6,25.0,100.0,0.3,18.0,深层,白天,9;11;13;18;20,8,200,105,0.06,体型最大的鳟鱼，只在最深最冷的湖底生活。北美五大湖深层巨物，寿命可达50年以上。需要重型拖钓装备。
205,金目鲈,Lates calcarifer,洄游鱼,尖吻鲈科 Latidae,6,25.0,120.0,0.4,25.0,中上层,晨昏,8;9;11;13;14;34,9,200,105,0.07,又名澳洲肺鱼或盲曹，体银灰背隆起。东南亚和澳洲最重要的游钓和养殖鱼。幼鱼在淡水成年入海，中钩后跃出水面洗鳃。
206,孔雀鲈,Cichla ocellaris,淡水鱼,丽鱼科 Cichlidae,5,25.0,70.0,0.4,5.0,中上层,白天,5;8;9;11;13;14,8,120,65,0.05,亚马逊流域顶级游钓目标鱼，体金黄有醒目黑斑，尾柄有一大眼斑。昼行性伏击型掠食者，攻击水面拟饵时炸水惊人，拉力强悍，是南美最受欢迎的游钓鱼。
207,皇冠三间,Cichla temensis,淡水鱼,丽鱼科 Cichlidae,7,30.0,100.0,0.8,15.0,中上层,白天,5;8;9;11;13;14;34,9,300,160,0.07,孔雀鲈中体型最大者，体侧有三道纵向黑纹，俗称皇冠三间。最大可超15公斤，攻击水面饵时炸水如炸弹，中钩后猛烈洗鳃跳跃，是路亚爱好者的终极目标。
208,地图鱼,Astronotus ocellatus,淡水鱼,丽鱼科 Cichlidae,3,15.0,35.0,0.08,1.2,中层,全天,1;3;6;8;24,3,30,18,0.03,体色如地图般不规则红橙斑纹，尾柄有眼斑酷似眼睛。聪明互动性强，能认出饲主，是最聪明的观赏鱼之一。原产亚马逊，适应性极强，杂食性易饲养。
209,红魔鬼,Amphilophus labiatus,淡水鱼,丽鱼科 Cichlidae,3,12.0,30.0,0.05,0.8,中下层,白天,1;2;6;7;24,4,35,20,0.03,繁殖期雄鱼通体鲜红如火焰，性情极度凶猛好斗。中美洲丽鱼代表种，护卵时攻击一切入侵者连人手都敢咬。体高侧扁，成年雄鱼额头隆起呈瘤状，极具霸气。
210,九间菠萝,Cryptoheros nigrofasciatus,淡水鱼,丽鱼科 Cichlidae,2,6.0,12.0,0.005,0.03,中下层,白天,3;6;24;30,2,15,10,0.02,体侧有黑白相间条纹如斑马，小型丽鱼科。原产中美洲，繁殖力惊人，一对亲鱼数月就能繁殖出数百后代。耐粗养适应力强，是初学者入门的经典丽鱼。
211,七彩神仙,Symphysodon discus,淡水鱼,丽鱼科 Cichlidae,6,10.0,22.0,0.03,0.3,中层,白天,3;6;24,2,350,180,0.06,体如圆盘色彩绚烂，有蓝绿红棕等各品系。亚马逊之王观赏鱼，需极软酸性纯水才能饲养，号称热带鱼之王。体侧有九条竖纹，游姿优雅如水中仙子，极难伺候。
212,神仙鱼,Pterophyllum scalare,淡水鱼,丽鱼科 Cichlidae,4,8.0,18.0,0.01,0.1,中层,白天,3;6;24,2,60,35,0.04,体菱形高耸，背鳍和臀鳍极度发达如天使翅膀。银白体色配黑色竖纹，游姿飘逸优雅。原产亚马逊，全球最经典观赏鱼之一，几乎每个水族箱都曾养过神仙鱼。
213,大盖巨脂鲤,Colossoma macropomum,淡水鱼,锯脂鲤科 Serrasalmidae,7,30.0,100.0,1.5,25.0,中下层,白天,4;23;26;27;29,7,200,105,0.07,外形酷似食人鱼但体型巨大且完全植食。体灰黑侧扁，是亚马逊流域重要食用鱼和经济鱼。用强壮的臼齿咬碎坚果和果实，最大可超25公斤，群居活动声势浩大。
214,鸭嘴鲶,Pseudoplatystoma fasciatum,淡水鱼,油鲶科 Pimelodidae,6,30.0,120.0,1.0,20.0,底层,夜间,2;7;9;34,8,180,95,0.06,体银灰密布黑色条纹，长须扁头如鸭嘴。亚马逊大型掠食鲶，俗称老虎鸭嘴。夜行性底层猎手，嗅觉极其敏锐，用长须探测猎物，咬合后猛烈翻滚，拉力如蛮牛。
215,红尾鲶,Phractocephalus hemioliopterus,淡水鱼,油鲶科 Pimelodidae,7,35.0,140.0,2.0,40.0,底层,夜间,2;7;9;34,8,250,130,0.07,尾鳍和背鳍边缘鲜红如焰，体黑灰。亚马逊巨鲶，幼鱼在观赏鱼市场极受欢迎，但成长迅速可达1.4米40公斤。昼伏夜出，几乎吞食一切能入口的活物，大胃王本王。
216,亚马逊鸭嘴,Brachyplatystoma filamentosum,淡水鱼,油鲶科 Pimelodidae,8,40.0,200.0,3.0,100.0,底层,夜间,2;7;9;34;35,9,400,210,0.09,最长淡水鲶之一，体灰无鳞，须极长如鞭。亚马逊河底游弋的巨兽，最大可超2米100公斤。长途洄游产卵，是亚马逊渔民传说中的河神，搏鱼可持续数小时。
217,银龙鱼,Osteoglossum bicirrhosum,淡水鱼,骨舌鱼科 Osteoglossidae,6,25.0,90.0,0.3,6.0,中层,白天,5;8;9;11;14;34,6,300,155,0.06,体银白修长如银龙，鳞片大而闪亮，有两根短须。南美代表性龙鱼，口孵繁殖，雄鱼含卵护幼数周。水面掠食者，能跃出水面捕食昆虫和小鸟，观赏与游钓双绝。
218,非洲虎鱼,Hydrocynus goliath,淡水鱼,脂鲤科 Alestidae,9,40.0,150.0,2.0,50.0,中上层,白天,7;9;11;13;14;15;34,10,500,260,0.1,犬齿外露如吸血鬼，满口三角形利齿寒光闪闪。刚果河终极掠食者，最大50公斤，能撕碎比自己大的猎物。路亚终极挑战，攻击时如闪电，拉力暴烈持久，是非洲河怪之首。
219,维多利亚湖慈鲷,Haplochromis nyererei,淡水鱼,丽鱼科 Cichlidae,3,6.0,14.0,0.005,0.05,中层,白天,3;6;24,2,25,15,0.03,维多利亚湖特有慈鲷，体色绚烂多变如调色盘。非洲大湖辐射进化典范，数百近缘种共栖一湖。小型丽鱼，雄鱼婚姻色极其艳丽，是进化生物学教科书级的经典案例。
220,非洲龙鱼,Heterotis niloticus,淡水鱼,骨舌鱼科 Osteoglossidae,6,30.0,100.0,0.5,8.0,中层,白天,23;25;26;29,6,250,130,0.06,体灰黑侧扁，鳞片大而粗糙。非洲唯一骨舌鱼，滤食性，用鳃耙过滤浮游生物。能用鱼鳔呼吸空气耐低氧，筑圆形巢产卵。尼罗河流域传统食用鱼，体型大而温顺。
221,非洲肺鱼,Protopterus annectens,淡水鱼,非洲肺鱼科 Protopteridae,7,30.0,120.0,0.5,8.0,底层,夜间,1;2;7;10,5,280,150,0.07,能用肺直接呼吸空气，旱季钻入泥中分泌黏液形成泥茧夏眠，可存活数年等待雨季。来自远古的活化石，兼具鳃和肺，见证了脊椎动物从水中登陆的壮丽进化历程。
222,芦鳗,Erpetoichthys calabaricus,淡水鱼,多鳍鱼科 Polypteridae,5,15.0,35.0,0.02,0.15,底层,夜间,1;2;3;7;10,3,80,42,0.05,体细长如蛇无腹鳍，多鳍鱼近亲。俗称草绳恐龙，背上一排小鳍是标志。非洲西部淡水活化石，能用肺呼吸空气，常伏在水草丛中等候猎物，行动缓慢而神秘。
223,孔雀鱼,Poecilia reticulata,淡水鱼,花鳉科 Poeciliidae,1,2.0,6.0,0.001,0.005,中上层,白天,3;6;24;30,1,5,3,0.01,体色万千如活宝石，红蓝绿黑各色品系无数。卵胎生直接产下游动仔鱼，繁殖力极强。全球最普及观赏鱼，从热带到温带几乎无处不在，是无数人人生中的第一条鱼。
224,剑尾鱼,Xiphophorus hellerii,淡水鱼,花鳉科 Poeciliidae,2,5.0,15.0,0.003,0.06,中上层,白天,3;6;24;30,1,10,6,0.02,雄鱼尾鳍下叶延长呈剑状，体色有红绿黑等各色品种。中美洲原产，活泼好动耐粗养。经典卵胎生观赏鱼，剑尾是其标志性特征，群游时尾剑交错蔚为壮观。
225,黑玛丽,Poecilia sphenops,淡水鱼,花鳉科 Poeciliidae,2,4.0,10.0,0.002,0.03,中上层,白天,3;6;24;30,1,10,6,0.02,通体漆黑如墨，广盐性鱼类能适应淡水至海水环境。卵胎生，性情温和易饲养。黑玛丽和银玛丽是同一物种的不同品系，是入门级观赏鱼，也是水族箱中的黑色精灵。
226,斗鱼,Betta splendens,淡水鱼,丝足鲈科 Osphronemidae,3,4.0,8.0,0.002,0.01,中上层,白天,3;6;24,2,25,15,0.03,雄鱼鳍大如扇色彩绚烂，红蓝紫各色争奇斗艳。泰国经数百年选育的斗鱼，两条雄鱼相遇必死斗不休。有迷器可呼吸空气，能在低氧小水体存活，生命力极顽强。
227,丽丽鱼,Trichogaster lalius,淡水鱼,丝足鲈科 Osphronemidae,2,4.0,8.0,0.002,0.01,中层,白天,3;6;24,1,12,8,0.02,体侧有红蓝相间斜向条纹，小型迷宫鱼。有迷器可呼吸空气耐低氧，原产南亚。性格温和胆小，适合安静水草缸，雄鱼发色时艳丽夺目，是小型观赏鱼中的活宝石。
228,接吻鱼,Helostoma temminckii,淡水鱼,沼口鱼科 Helostomatidae,3,8.0,20.0,0.01,0.15,中层,白天,3;6;24,2,20,12,0.03,以嘴对嘴「接吻」行为闻名，实为领地争夺而非亲昵。体粉红或银白，唇部发达肥厚。东南亚常见食用兼观赏鱼，用梳状牙齿刮食藻类和底层有机物，是水族箱的清洁工。
229,泰国鲫,Barbonymus schwanenfeldii,淡水鱼,鲤科 Cyprinidae,4,15.0,40.0,0.08,1.5,中层,白天,1;3;4;23;24;26,3,40,22,0.04,体银白背鳍和尾鳍鲜红，东南亚大型观赏鲤科。群游时银红相间蔚为壮观，是大型水族馆和池塘的明星鱼。原产泰国至印尼，杂食性易饲养，游速快群体感极强。
230,清道夫,Pterygoplichthys pardalis,淡水鱼,甲鲶科 Loricariidae,2,15.0,50.0,0.05,0.8,底层,夜间,1;3;24;26;28,2,12,8,0.02,体披骨质铠甲如铁甲武士，吸盘状嘴啃食藻类和有机碎屑。原产南美，因观赏鱼贸易入侵全球，在华南水域已成灾。生命力极强离水数小时不死，名副其实的水中小强。
231,线鳗,Macrognathus aculeatus,淡水鱼,刺鳅科 Mastacembelidae,4,15.0,45.0,0.03,0.3,底层,夜间,1;2;3;7;10,3,45,25,0.04,吻部延长如象鼻，背部有一排独立尖刺鳍条。体色斑驳如豹纹，夜行性底栖。遇危险迅速钻入沙中只露吻尖，是水族箱中的越狱高手，细长身姿如水中鳗蛇。
232,蓝倒吊,Paracanthurus hepatus,海水鱼,刺尾鱼科 Acanthuridae,4,10.0,28.0,0.02,0.4,中上层,白天,3;4;8;23;24;26,2,45,25,0.04,通体宝蓝有黑色斑纹，尾鳍鲜黄，体侧扁呈盘状。《海底总动员》中Dory的原型，印度-太平洋珊瑚礁常见群游鱼种，以浮游藻类为主食。
233,黄高鳍刺尾鱼,Zebrasoma flavescens,海水鱼,刺尾鱼科 Acanthuridae,4,8.0,20.0,0.01,0.2,中层,白天,3;4;8;23;24;26,2,40,22,0.04,通体明黄如柠檬，体侧扁高耸，吻部突出。尾柄两侧各有一枚白色可伸缩毒刺，用于防御。夏威夷和太平洋热带珊瑚礁的标志性观赏鱼。
234,粉蓝刺尾鱼,Acanthurus leucosternon,海水鱼,刺尾鱼科 Acanthuridae,4,10.0,25.0,0.02,0.3,中层,白天,3;4;8;23;24;26,2,42,24,0.04,通体宝蓝色，面部和喉部纯白如戴面罩，背鳍鲜黄。印度洋珊瑚礁标志性鱼种，领域性极强，常驱赶入侵者。
235,鹦嘴鱼,Scarus quoyi,海水鱼,鹦嘴鱼科 Scaridae,3,15.0,45.0,0.06,1.5,中层,白天,3;8;23;24;26,3,30,18,0.03,牙齿融合如鹦鹉喙，啃食珊瑚藻类并排出白色细沙，是珊瑚礁的'造沙工厂'。雌雄异色，部分种类夜间分泌黏液茧包裹身体睡觉。
236,波纹唇鱼,Cheilinus undulatus,海水鱼,隆头鱼科 Labridae,8,40.0,200.0,2.0,150.0,中层,白天,7;8;9;18;20;34,8,500,270,0.09,俗称'苏眉鱼'或'拿破仑鱼'，额头隆起如戴皇冠，体有蓝绿波浪纹。珊瑚礁之王，可长至2米以上，极度濒危，IUCN红色名录列为濒危物种。
237,青衣鱼,Halichoeres trimaculatus,海水鱼,隆头鱼科 Labridae,3,10.0,30.0,0.02,0.3,中层,白天,3;8;24;26,2,25,15,0.03,体色翠绿带不规则暗色斑点，体侧扁延长。小型隆头鱼，白天在珊瑚礁沙地穿梭觅食小型甲壳类，肉质鲜嫩是南方沿海常见食用鱼。
238,蝴蝶鱼,Chaetodon auriga,海水鱼,蝴蝶鱼科 Chaetodontidae,3,8.0,20.0,0.01,0.1,中层,白天,3;4;8;24;26,2,35,20,0.04,体侧扁呈圆形，黄白相间有黑色斜纹，眼后有一黑色圆斑伪装成假眼迷惑天敌。珊瑚礁中最优雅的舞者，常成对出没，以珊瑚虫和管虫为食。
239,马夫鱼,Heniochus acuminatus,海水鱼,蝴蝶鱼科 Chaetodontidae,3,10.0,25.0,0.02,0.2,中层,白天,3;4;8;24;26,2,30,18,0.03,背鳍第四棘极长如旗帜飘扬，体侧黑白双色条纹分明。俗称'黑白关刀'，常成对在珊瑚礁上方优雅游弋，以浮游动物和小型底栖无脊椎动物为食。
240,帝王神仙鱼,Pomacanthus imperator,海水鱼,盖刺鱼科 Pomacanthidae,5,15.0,35.0,0.05,0.8,中层,白天,8;16;17;24;26,4,120,65,0.06,幼鱼体色深蓝布满白色同心圆纹，成鱼则变为深蓝底配黄白水平条纹，变化惊艳。珊瑚礁中的贵族，领域性强，以海绵和海鞘为主食。
241,法国神仙鱼,Pomacanthus paru,海水鱼,盖刺鱼科 Pomacanthidae,4,12.0,30.0,0.04,0.5,中层,白天,8;16;17;24;26,3,90,50,0.05,体黑底色配金黄色细密横纹如穿着燕尾服的绅士。大西洋热带珊瑚礁的标志性鱼种，幼鱼会为其他大鱼提供'清洁服务'，啄食体表寄生虫。
242,天竺鲷,Apogon imberbis,海水鱼,天竺鲷科 Apogonidae,2,6.0,15.0,0.003,0.04,中层,夜间,3;8;24,1,15,8,0.02,体呈橙红至鲜红色，眼睛大而黑。夜行性小型珊瑚礁鱼，白天藏于岩缝洞穴中。最奇特的是雄鱼口孵——将受精卵含在口中直至孵化。
243,金鳞鱼,Sargocentron diadema,海水鱼,金鳞鱼科 Holocentridae,2,8.0,20.0,0.01,0.1,中层,夜间,3;8;24,2,20,12,0.03,体鲜红色有银白细横纹，鳞片大而闪亮，眼睛极大适应暗光。夜间从珊瑚礁缝隙钻出，以甲壳类和小鱼为食。背鳍硬棘尖锐，处理需小心。
244,银鲈,Gerres filamentosus,海水鱼,银鲈科 Gerreidae,2,8.0,22.0,0.01,0.2,中层,白天,3;8;24;26,2,18,10,0.02,体侧扁银白色，鳞片细小反光如镜。常见于沙泥底质近海和河口，嘴可向下伸缩探入沙中吸食底栖蠕虫和甲壳类，群游性强。
245,猪鱼,Bodianus rufus,海水鱼,隆头鱼科 Labridae,4,12.0,35.0,0.03,0.7,中层,白天,8;18;24,3,50,28,0.04,体前部红色后部黄色，头部较大吻部突出。能用发达的前齿咬碎贝壳、海胆和螃蟹等硬壳猎物。大西洋热带珊瑚礁常见，幼鱼也为清洁鱼。
246,羊鱼,Mullus surmuletus,海水鱼,羊鱼科 Mullidae,3,10.0,30.0,0.02,0.3,底层,白天,1;8;18;24,3,45,25,0.04,体呈粉红至橙红，下颌有两根肉质触须如山羊胡子，在沙中探测隐藏的小型甲壳类和蠕虫。肉质一流，地中海国家视其为顶级食用鱼。
247,东方石鲈,Plectorhinchus orientalis,海水鱼,石鲈科 Haemulidae,3,15.0,40.0,0.05,1.0,中层,白天,8;18;24,3,35,20,0.03,体灰黄有黑色纵纹和多条黄色细线，唇部肥厚。幼鱼泳姿奇特，模仿有毒扁虫游动以欺骗天敌。印度-太平洋珊瑚礁区常见，夜间觅食底栖无脊椎动物。
248,裸盖鱼,Anoplopoma fimbria,海水鱼,黑鲉科 Anoplopomatidae,7,30.0,90.0,0.5,8.0,底层,全天,7;8;9;18;20;34,6,280,150,0.07,俗称'银鳕鱼'或'黑鳕'，体延长背部深灰腹白。阿拉斯加和北太平洋冷水深海珍品，肉质含油量高达20%，入口即化堪称深海黄油。商业价值极高。
249,长尾鳕,Coryphaenoides rupestris,海水鱼,长尾鳕科 Macrouridae,4,20.0,80.0,0.1,3.0,深层,全天,7;8;18;20,4,55,30,0.04,尾部极细长如鼠尾向后渐尖，头部大而圆钝。北大西洋深海底层群居鱼类，数量极为庞大，是深海生态系统的主要消费者，以底栖无脊椎动物为食。
250,安康鱼,Lophius piscatorius,海水鱼,鮟鱇科 Lophiidae,6,30.0,120.0,0.5,15.0,底层,全天,7;8;9;18;20;34,7,200,105,0.07,头大无比扁平如煎饼，嘴宽占体长一半以上。头顶有一根特化发光鳍条，在深海中晃动引诱小鱼靠近后暴起吞食。日本'鮟鱇锅'的主角，肝尤为极品。
251,红斑鱼,Sebastes norvegicus,海水鱼,平鲉科 Sebastidae,4,15.0,50.0,0.05,2.0,底层,全天,7;8;18;20,4,65,35,0.05,体呈鲜艳橙红色，背鳍硬棘发达。北大西洋冷水深海常见底栖鱼，生长极为缓慢，寿命可达60年以上。卵胎生，幼鱼直接在母体内孵化后产出。
252,胸棘鲷,Hoplostethus atlanticus,海水鱼,棘鲷科 Trachichthyidae,7,15.0,55.0,0.08,2.5,深层,夜间,8;18;20;31,5,350,185,0.09,俗称'Orange Roughy'，体呈砖红色，头部有发达的黏液管系统。寿命可达150年，是已知最长寿的商业鱼类。因过度捕捞已极度濒危，许多海域禁止捕捞。
253,深海鲂鮄,Chelidonichthys lucerna,海水鱼,鲂鮄科 Triglidae,4,12.0,45.0,0.03,1.0,底层,全天,7;8;18;20,4,55,30,0.04,胸鳍前三根鳍条独立呈指状，能在海底'行走'翻砂探测隐藏的甲壳类和蠕虫。胸鳍展开如蝴蝶翅膀色彩艳丽，还能用鱼鳔发出咕噜声。
254,狼鱼,Anarhichas lupus,海水鱼,狼鱼科 Anarhichadidae,6,40.0,120.0,1.0,15.0,底层,全天,7;8;9;18;20;34,8,220,115,0.07,体延长粗壮灰蓝至深褐色，上下颌布满恐怖臼齿，能轻松咬碎螃蟹、海胆和贝类。北大西洋冷水底层掠食者，面目狰狞但肉质洁白鲜美。
255,条纹四鳍旗鱼,Tetrapturus audax,海水鱼,旗鱼科 Istiophoridae,8,60.0,280.0,5.0,120.0,表层,白天,8;9;11;12;13;14;15;20;34;35,10,800,420,0.1,体延长侧扁，上颌如长枪，体侧有蓝白相间竖条纹。印度-太平洋海域常见旗鱼，最高游速可达100km/h，中钩后疯狂跳跃洗鳃是深海钓的视觉盛宴。
256,大西洋旗鱼,Istiophorus albicans,海水鱼,旗鱼科 Istiophoridae,8,70.0,300.0,8.0,100.0,表层,白天,8;9;11;12;13;14;15;20;34;35,10,850,450,0.1,第一背鳍极为高耸如巨帆，展开时超过体高两倍，是大西洋版旗鱼。利用巨帆围猎沙丁鱼群，团队协作能力惊人。佛罗里达海域的传奇游钓目标。
257,大西洋鲭,Scomber scombrus,海水鱼,鲭科 Scombridae,2,15.0,50.0,0.05,1.0,中上层,白天,3;4;8;11;12;13,4,25,15,0.03,体纺锤形，背部有蓝色虎纹状斑纹，腹部银白。北大西洋集群洄游鱼类，小型金枪鱼近亲。游速快耐力好，是欧洲最重要的经济鱼种之一。
258,竹荚鱼,Trachurus trachurus,海水鱼,鲹科 Carangidae,2,12.0,40.0,0.03,0.6,中上层,白天,3;4;8;11;12;13,4,22,12,0.02,体银灰侧扁，侧线全程被骨质棱鳞覆盖如铠甲。全球最重要食用鱼之一，日本称'あじ'，从刺身到油炸做法多样，是大众海鲜的代表。
