MapFishId,MapId,FishId,SpawnWeight,BestTime,BestSeason,BestWeather,MinDepth_m,MaxDepth_m
631,11,234,528,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
632,10,235,753,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
633,9,235,747,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
634,9,236,753,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
635,10,236,746,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
636,7,236,526,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
637,10,237,333,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
638,9,237,332,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
639,11,237,235,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
640,10,238,602,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
641,9,238,597,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
642,9,239,1335,6-10;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
643,10,239,1334,6-10;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
644,7,239,932,6-10;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
645,8,239,932,6-10;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
646,10,240,1334,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
647,9,240,1331,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
648,7,240,940,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
649,9,241,1338,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
650,10,241,1327,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
651,8,241,936,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
652,7,241,936,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
653,9,242,601,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
654,10,242,598,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
655,8,242,421,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
656,12,242,418,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
657,9,243,752,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
658,10,243,752,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
659,12,243,597,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
660,9,244,753,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
661,10,244,749,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
662,7,244,527,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
663,10,245,150,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
664,9,246,601,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
665,10,246,597,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
666,12,246,477,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
667,11,246,422,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
668,9,247,287,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
669,10,247,287,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
670,9,248,602,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
671,10,248,599,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
672,12,248,480,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
673,9,249,151,6-10;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
674,10,250,598,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
675,9,250,597,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
676,12,250,479,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
677,9,251,287,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
678,10,251,286,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
679,10,252,133,6-16,Spring;Summer;Autumn,Sunny;Cloudy,,
680,9,253,134,6-16,Spring;Summer;Autumn,Sunny;Cloudy,,
681,9,254,1330,6-16,Spring;Summer;Autumn,Sunny;Cloudy,,
682,10,254,1327,6-16,Spring;Summer;Autumn,Sunny;Cloudy,,
683,11,254,1063,6-16,Spring;Summer;Autumn,Sunny;Cloudy,,
684,9,255,1334,6-17,Spring;Summer;Autumn,Sunny;Cloudy,,
685,10,255,1333,6-17,Spring;Summer;Autumn,Sunny;Cloudy,,
686,11,255,1068,6-17,Spring;Summer;Autumn,Sunny;Cloudy,,
687,8,255,937,6-17,Spring;Summer;Autumn,Sunny;Cloudy,,
688,10,256,1330,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
689,9,256,1330,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
690,11,256,1064,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
691,10,257,2009,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
692,9,257,1995,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
693,11,257,1593,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
694,12,257,1405,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
695,8,257,1399,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
696,10,258,2001,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
697,9,258,1998,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
698,11,258,1609,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
699,9,259,1337,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
700,10,259,1331,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
701,11,259,1069,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
702,7,259,938,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
703,9,260,754,0-24,Spring;Summer,Sunny;Cloudy;Rainy,,
704,10,260,749,0-24,Spring;Summer,Sunny;Cloudy;Rainy,,
705,13,260,527,0-24,Spring;Summer,Sunny;Cloudy;Rainy,,
706,10,261,1337,7-11;14-17,Spring;Summer,Sunny;Cloudy,,
707,9,261,1333,7-11;14-17,Spring;Summer,Sunny;Cloudy,,
708,11,261,1063,7-11;14-17,Spring;Summer,Sunny;Cloudy,,
709,10,262,60,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
710,3,263,335,18-5,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
711,4,263,334,18-5,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
712,14,263,334,18-5,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
713,10,264,335,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
714,15,265,134,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
715,1,266,151,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
716,5,267,335,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
717,2,267,335,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
718,2,268,603,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
719,4,268,602,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
720,5,268,602,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
721,15,268,601,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
722,5,269,603,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
723,2,269,602,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
724,14,269,602,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
725,4,269,601,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
726,4,270,751,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
727,6,270,750,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
728,14,270,749,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
729,10,271,334,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
730,11,271,334,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
731,9,272,335,6-10;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
732,10,272,334,6-10;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
733,8,272,268,6-10;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
734,15,273,134,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
735,5,273,134,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
736,15,274,335,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
737,4,274,335,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
738,3,274,335,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
739,4,275,60,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
740,9,276,60,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
741,9,277,60,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
742,9,278,134,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
743,9,279,286,5-8;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
744,10,279,285,5-8;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
745,9,280,754,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
746,10,280,750,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
747,10,281,151,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
748,9,281,150,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
749,9,282,150,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
750,10,282,150,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
751,9,283,598,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
752,10,283,597,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
753,13,283,423,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
754,8,283,422,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
755,8,284,286,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
756,6,284,258,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
757,9,284,258,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
758,8,285,150,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
759,8,286,332,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
760,1,286,301,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
761,8,287,598,18-5,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
762,2,287,542,18-5,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
763,1,287,542,18-5,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
764,8,288,333,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
765,8,289,750,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
766,15,289,677,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
767,1,289,677,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
768,8,290,602,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
769,1,290,542,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
770,9,290,541,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
771,7,290,540,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
772,8,291,748,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
773,7,291,678,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
774,9,291,678,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
775,8,292,1990,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
776,9,292,1808,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
777,6,292,1806,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
778,8,293,334,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
779,7,293,301,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
780,15,293,300,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
781,8,294,751,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
782,9,294,678,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
783,15,294,678,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
784,2,294,676,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
785,8,295,333,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
786,7,295,301,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
787,9,295,301,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
788,11,296,602,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
789,12,296,602,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
790,9,296,601,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
791,10,296,600,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
792,12,297,335,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
793,12,298,151,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
794,10,298,151,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
795,12,299,287,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
796,10,299,287,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
797,11,299,286,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
798,12,300,134,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
799,8,301,107,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
800,7,302,120,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
801,12,303,1070,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
802,9,303,1070,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
803,10,303,1068,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
804,8,304,600,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
805,9,304,600,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
806,11,305,752,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
807,10,305,749,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
808,12,305,748,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
809,9,305,746,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
